__run_id,__done,topology,system_size,throughput_rps,avg_latency_ms,p95_latency_ms,failure_rate,request_count,cpu_usage_avg,memory_usage_avg,energy,dram_energy,cpu_usage_eb_avg,cpu_freq_avg,memory_used_avg,memory_total
run_5_repetition_6,DONE,parallel_fanout,20,8.2854952485509,9975.323008782101,26000.0,0.0,4966,0.9087115438867661,255312132.06349206,37911.244,10580.792,90.57,820.97,17264620183.0,404326326272.0
run_16_repetition_5,DONE,complex_mesh,10,8.436001211153185,9720.500579198384,20000.0,0.024530168150346192,5055,1.03653394019425,246106298.1818182,29493.945,8140.531,55.1,876.34,14380203725.0,404326326272.0
run_7_repetition_4,DONE,chain_with_branching,10,17.451823235594563,3712.4324307003208,6500.0,0.007073893509224739,10461,1.7165043490625234,334550481.45454544,38498.329,10735.606,90.46,809.03,15527824518.0,404326326272.0
run_14_repetition_2,DONE,probabilistic_tree,20,14.745630506102257,4759.736178639912,7900.0,0.006448693291096278,8839,0.918494651837781,181416846.2222222,38716.106,10717.795,91.24,834.75,15730796225.0,404326326272.0
run_0_repetition_4,DONE,sequential_fanout,5,22.775927910469477,2380.544925809079,4300.0,0.004686927865250824,13655,1.7939262903555817,290032298.6666667,28552.886,7905.644,52.99,855.88,13190714566.0,404326326272.0
run_7_repetition_9,DONE,chain_with_branching,10,17.47063322677069,3707.408852714893,6600.0,0.007253984919347142,10477,1.7262654550804815,329054270.06060606,38492.324,10655.413,90.51,818.84,15467388348.0,404326326272.0
run_7_repetition_2,DONE,chain_with_branching,10,17.378254313008533,3747.4635040220037,6700.0,0.005854126679462572,10420,1.7236807468967108,332284896.969697,38400.649,10655.071,90.05,808.91,15484402725.0,404326326272.0
run_7_repetition_3,DONE,chain_with_branching,10,17.311604010851585,3753.2543160807872,6700.0,0.005588745423010214,10378,1.7010653306044996,332723541.3333333,38461.266,10606.127,90.15,812.5,15525497336.0,404326326272.0
run_12_repetition_1,DONE,probabilistic_tree,5,18.36045186124628,3443.5267679133426,7000.0,0.003633720930232558,11008,1.2029348913483533,228537230.2222222,19829.867,3660.772,36.42,825.16,12698644755.0,404326326272.0
run_14_repetition_1,DONE,probabilistic_tree,20,14.713994743835418,4782.032139440886,7700.0,0.005442793967570019,8819,0.9118126852279199,182844984.8888889,38709.429,10629.777,91.51,840.38,15789812171.0,404326326272.0
run_12_repetition_3,DONE,probabilistic_tree,5,18.68591564201474,3337.77575308667,7000.0,0.0036597339998214766,11203,1.1899848967496367,228257792.0,19958.352,3794.966,36.7,828.19,12765595321.0,404326326272.0
run_13_repetition_0,DONE,probabilistic_tree,10,23.522504940065076,2243.9381181657745,4500.0,0.0019852524106636414,14104,1.0157913099762337,202241241.21212122,28903.525,7912.005,54.97,812.44,13805770622.0,404326326272.0
run_11_repetition_4,DONE,hierarchical_tree,20,8.840168733641148,9217.780581852025,16000.0,0.007737308926212493,5299,0.9608430117769736,197281694.47619048,39176.474,10605.522,95.95,817.59,16189223332.0,404326326272.0
run_13_repetition_5,DONE,probabilistic_tree,10,23.79070107713217,2195.0096094761543,4400.0,0.0017531556802244039,14260,1.0285321118203483,202102970.1818182,29317.14,8128.111,55.32,861.19,13832047986.0,404326326272.0
run_8_repetition_4,DONE,chain_with_branching,20,8.822138654208008,9246.053091250395,16000.0,0.021369137670196672,5288,0.9695196947588338,276358485.3333333,39106.502,10525.475,97.09,809.81,18006024879.0,404326326272.0
run_17_repetition_7,DONE,complex_mesh,20,8.842623814020822,9218.133401161193,15000.0,0.006608761329305136,5296,0.9682905144360647,204148150.85714287,39189.386,10571.453,96.23,809.88,16362166144.0,404326326272.0
run_2_repetition_2,DONE,sequential_fanout,20,8.602596410661285,9527.815309454209,14000.0,0.0,5154,0.9309875694777504,172627480.3809524,38875.373,10670.199,93.91,827.97,15522156304.0,404326326272.0
run_3_repetition_5,DONE,parallel_fanout,5,24.524284078689092,2066.5947448637535,4400.0,0.003671471308131629,14708,1.8593858553726659,372698908.4444444,30185.16,8635.302,54.9,809.53,13802931898.0,404326326272.0
run_11_repetition_3,DONE,hierarchical_tree,20,8.818299705349443,9255.454465060158,15000.0,0.00681044267877412,5286,0.9800158311082305,196923392.0,39169.401,10521.773,96.1,829.53,16111741226.0,404326326272.0
run_13_repetition_8,DONE,probabilistic_tree,10,23.81174328563772,2182.9482383638774,4400.0,0.0019635343618513326,14260,1.0075629773385404,201503092.36363637,29257.573,8179.111,55.57,863.16,13818299340.0,404326326272.0
run_17_repetition_9,DONE,complex_mesh,20,8.813375728635235,9272.710227697007,16000.0,0.005866767600302801,5284,0.9694868503504777,203918514.7936508,39128.917,10645.567,96.05,809.69,16360048930.0,404326326272.0
run_3_repetition_4,DONE,parallel_fanout,5,25.043229790654326,1989.2040967564549,4300.0,0.004994339748285277,15017,1.907512840487785,372591274.6666667,30707.212,8875.658,55.5,809.19,13835760449.0,404326326272.0
run_6_repetition_4,DONE,chain_with_branching,5,24.548317454135727,2074.0250007620402,4100.0,0.0060453742698002985,14722,1.8816203152248216,338675484.4444444,30316.68,8920.676,54.68,815.25,13646675296.0,404326326272.0
run_4_repetition_6,DONE,parallel_fanout,10,17.090440003326172,3816.804322331413,8400.0,0.006441538161233652,10246,1.6234160418542092,334223918.54545456,38135.187,10555.913,88.39,821.03,15599337526.0,404326326272.0
run_16_repetition_2,DONE,complex_mesh,10,8.819650901978946,9256.41151237694,19000.0,0.027998486568293606,5286,1.0595409626125172,248192527.5151515,30278.764,8614.76,56.47,812.59,14577231656.0,404326326272.0
run_5_repetition_2,DONE,parallel_fanout,20,7.268329353316715,11579.281961006502,21000.0,0.00022951572182694515,4357,0.7990450841140263,298779924.3174603,35049.768,9903.256,82.14,865.69,18356380510.0,404326326272.0
run_2_repetition_1,DONE,sequential_fanout,20,8.595704127667178,9557.720594380164,17000.0,0.0,5151,0.9446675797096861,172955875.55555555,38896.254,10810.799,93.56,827.09,15463702523.0,404326326272.0
run_0_repetition_0,DONE,sequential_fanout,5,22.459720194809165,2442.3986154807426,4400.0,0.0029697824634345536,13469,1.7678296127713409,275605731.5555556,28345.202,7880.697,52.95,811.44,13124243249.0,404326326272.0
run_12_repetition_4,DONE,probabilistic_tree,5,18.08821899171182,3502.670480288155,7200.0,0.0037794985250737463,10848,1.2366106319685564,224290588.44444445,19711.479,3813.5,36.67,844.16,12654848157.0,404326326272.0
run_12_repetition_2,DONE,probabilistic_tree,5,18.47150202858558,3387.0456548977977,6800.0,0.0037916403358310012,11077,1.2282972090882458,223138929.7777778,19796.379,3582.354,36.91,853.44,12709687560.0,404326326272.0
run_10_repetition_7,DONE,hierarchical_tree,10,17.140681652393212,3819.8265085853345,6300.0,0.006228104320747372,10276,1.5954591950599613,248592942.54545453,37941.574,10506.253,83.6,816.28,14452373932.0,404326326272.0
run_1_repetition_1,DONE,sequential_fanout,10,17.160496911757722,3808.4462959107914,6200.0,0.003306428085189147,10283,1.5421606462908584,229300534.3030303,37804.92,10612.421,83.2,1073.41,14181908191.0,404326326272.0
run_2_repetition_3,DONE,sequential_fanout,20,8.558566090852741,9572.614010392206,15000.0,0.0001949317738791423,5130,0.9314973598364124,172442770.2857143,38909.25,10715.617,93.83,836.22,15444791825.0,404326326272.0
run_9_repetition_7,DONE,hierarchical_tree,5,22.927714339012528,2355.646073652454,4300.0,0.004220023282887078,13744,1.829312032012253,292726784.0,28957.822,8291.574,53.34,824.25,13271778911.0,404326326272.0
run_9_repetition_1,DONE,hierarchical_tree,5,23.19196528365711,2306.442758074824,4100.0,0.0035966048050640196,13902,1.8233883471218368,289167815.1111111,29025.152,8129.744,53.34,812.44,13253394696.0,404326326272.0
run_0_repetition_6,DONE,sequential_fanout,5,22.489213418057457,2445.0311329305737,4500.0,0.004080118694362018,13480,1.7761911121112948,284471296.0,28114.367,7378.26,52.55,823.56,13120282142.0,404326326272.0
run_9_repetition_9,DONE,hierarchical_tree,5,23.19107035708616,2306.6549561298625,4100.0,0.0035234054792550513,13907,1.833998897533964,289131178.6666667,29058.577,8096.518,53.41,812.81,13210811206.0,404326326272.0
run_5_repetition_7,DONE,parallel_fanout,20,8.005475639886361,10309.145163442097,23000.0,0.0,4798,0.881956246639589,281609622.3492063,37070.265,10433.07,87.4,832.53,18226494108.0,404326326272.0
run_6_repetition_2,DONE,chain_with_branching,5,24.535970137528505,2062.1991300217146,4000.0,0.005097532794127642,14713,1.875041663012368,346529792.0,30601.995,9208.761,55.05,824.75,13635661424.0,404326326272.0
run_4_repetition_5,DONE,parallel_fanout,10,17.026338332499897,3871.3383008859787,9000.0,0.006757418470277152,10211,1.627863210990522,338397246.06060606,38004.748,10662.053,87.21,820.84,15444852868.0,404326326272.0
run_16_repetition_4,DONE,complex_mesh,10,8.625736275320516,9472.279050800531,17000.0,0.025536854323853744,5169,1.0518717107020175,242720519.75757575,29894.447,8521.309,55.91,815.22,14412707737.0,404326326272.0
run_15_repetition_8,DONE,complex_mesh,5,6.172969836400248,13912.01356310565,27000.0,0.04756756756756757,3700,0.889069182972892,242025358.2222222,18325.618,3476.27,26.94,828.03,12894697501.0,404326326272.0
run_4_repetition_7,DONE,parallel_fanout,10,17.156743360891944,3807.165870436451,10000.0,0.004569761789013126,10285,1.6700828138834993,331976331.6363636,37959.299,10557.797,87.58,814.97,15312508262.0,404326326272.0
run_7_repetition_1,DONE,chain_with_branching,10,17.432023898089472,3731.6817639007045,6600.0,0.007559808612440192,10450,1.7137157602806679,333112785.45454544,38432.339,10493.725,90.38,825.44,15515033409.0,404326326272.0
run_2_repetition_8,DONE,sequential_fanout,20,8.61971774606611,9529.844960765677,14000.0,0.0,5165,0.9454289241434588,173005872.76190478,38863.068,10559.945,93.92,890.5,15455664254.0,404326326272.0
run_11_repetition_5,DONE,hierarchical_tree,20,8.78070099155209,9301.754856652806,15000.0,0.006461421512732801,5262,0.9805012692823933,199514924.6984127,39053.338,10401.473,96.03,819.59,16169389121.0,404326326272.0
run_9_repetition_8,DONE,hierarchical_tree,5,23.32234114086292,2284.787800119559,4100.0,0.004076961590730277,13981,1.772210346626599,296086414.2222222,28984.509,8057.014,53.57,809.28,13277051822.0,404326326272.0
run_13_repetition_4,DONE,probabilistic_tree,10,23.566131654053503,2245.5346589193305,4500.0,0.002406568516421291,14128,1.0349688675366,202193082.1818182,29044.745,7804.803,55.23,809.22,13782359791.0,404326326272.0
run_10_repetition_2,DONE,hierarchical_tree,10,17.245886554534795,3772.3182183686376,6200.0,0.004645311139069002,10333,1.5671259458805131,248128853.33333334,37957.403,10526.938,83.42,811.34,14434006378.0,404326326272.0
run_14_repetition_3,DONE,probabilistic_tree,20,14.758638094346653,4762.08702275476,8000.0,0.005203619909502262,8840,0.9122824232435021,181285254.0952381,38690.158,10675.902,91.24,858.5,15775420899.0,404326326272.0
run_1_repetition_9,DONE,sequential_fanout,10,17.192075329724986,3790.5027077927784,6100.0,0.0038827412152980002,10302,1.583282964993146,234617266.42424244,37934.968,10573.949,83.33,818.56,14292046243.0,404326326272.0
run_6_repetition_0,DONE,chain_with_branching,5,24.947339629565985,2000.1628037393557,3800.0,0.004479507922711774,14957,1.85148283883575,349111409.7777778,30672.268,9256.985,55.13,823.0,13667236143.0,404326326272.0
run_2_repetition_5,DONE,sequential_fanout,20,8.595557089309404,9547.87076579958,15000.0,0.0,5150,0.9298337663516728,175743366.0952381,38867.368,10753.892,93.7,875.59,15563443711.0,404326326272.0
run_10_repetition_0,DONE,hierarchical_tree,10,17.21903774413573,3786.67365779824,6200.0,0.0047489823609226595,10318,1.5970436502011947,247630382.54545453,37927.106,10656.683,83.59,818.06,14518181865.0,404326326272.0
run_4_repetition_0,DONE,parallel_fanout,10,17.111044600195168,3825.469100736324,8500.0,0.008286215636576331,10258,1.665902810397833,350365385.6969697,38099.115,10721.304,87.95,819.28,15544771226.0,404326326272.0
run_5_repetition_0,DONE,parallel_fanout,20,8.064979801297039,10280.286372066597,23000.0,0.0,4833,0.9062148857560046,267337142.85714287,37355.634,10540.97,89.05,811.16,18005131998.0,404326326272.0
run_6_repetition_5,DONE,chain_with_branching,5,24.544018950450088,2076.563520752556,4100.0,0.005638970038725457,14719,1.8797560070465282,348872248.8888889,30285.567,8916.131,54.67,831.69,13672909947.0,404326326272.0
run_17_repetition_3,DONE,complex_mesh,20,8.819309859619795,9242.849148081868,15000.0,0.006246450880181715,5283,0.965761202457992,203990747.42857143,39085.325,10437.598,96.03,811.47,16341352365.0,404326326272.0
run_11_repetition_1,DONE,hierarchical_tree,20,8.832464007907666,9256.511646673493,15000.0,0.007369614512471655,5292,0.9843322685748698,195696347.42857143,39109.926,10601.019,95.96,811.78,16159417856.0,404326326272.0
run_5_repetition_4,DONE,parallel_fanout,20,7.691374149717806,10888.413106005264,21000.0,0.0,4609,0.8864309552550417,298257391.74603176,36096.751,10095.155,85.09,822.84,18663606617.0,404326326272.0
run_12_repetition_0,DONE,probabilistic_tree,5,18.734837296853907,3327.5767531529455,6800.0,0.0036502849002849,11232,1.2343041052974608,228067328.0,19687.783,3743.122,36.92,812.47,12812277168.0,404326326272.0
run_12_repetition_9,DONE,probabilistic_tree,5,17.951329892105015,3556.03334703076,7500.0,0.003996282527881041,10760,1.1933069839037669,228237084.44444445,19711.654,3813.194,36.22,808.97,12825935680.0,404326326272.0
run_9_repetition_0,DONE,hierarchical_tree,5,23.424046528311553,2257.893923985285,4100.0,0.003489282916755679,14043,1.8271298412972783,294770915.5555556,29114.409,8507.687,53.45,822.44,13356559236.0,404326326272.0
run_8_repetition_5,DONE,chain_with_branching,20,8.808011486501773,9259.846541161927,17000.0,0.02140962485790072,5278,0.9672069887897449,275426352.7619048,39033.415,10745.647,97.1,810.47,17978729329.0,404326326272.0
run_1_repetition_3,DONE,sequential_fanout,10,17.223611314639722,3802.4207290622517,6200.0,0.0036811004552940035,10323,1.5627598121294775,233066744.24242425,37924.496,10727.189,83.32,819.25,14353030723.0,404326326272.0
run_1_repetition_2,DONE,sequential_fanout,10,17.003273017572603,3859.840691954727,6200.0,0.003730244429174438,10187,1.5732230401518534,236847228.12121212,37873.414,10544.487,83.51,811.06,14328962048.0,404326326272.0
run_16_repetition_7,DONE,complex_mesh,10,8.469680999343947,9706.231784868518,19000.0,0.022682445759368838,5070,1.029998545184415,236428319.03030303,29374.096,8134.901,55.17,813.72,14418506804.0,404326326272.0
run_4_repetition_9,DONE,parallel_fanout,10,17.044754144602386,3853.0159443931802,8900.0,0.007830087109719096,10217,1.646736083378127,332273601.93939394,37994.823,10633.577,87.77,837.69,15445096584.0,404326326272.0
run_5_repetition_1,DONE,parallel_fanout,20,8.129370070457437,10109.824084207292,24000.0,0.0,4870,0.8998039172654845,255090362.92063493,37535.788,10653.573,89.55,822.69,17581786242.0,404326326272.0
run_2_repetition_6,DONE,sequential_fanout,20,8.556983689554935,9588.013432939086,15000.0,0.0,5123,0.9458526522427502,176812812.19047618,38800.836,10787.381,93.57,813.22,15632002280.0,404326326272.0
run_0_repetition_3,DONE,sequential_fanout,5,22.807344431214414,2372.68871190358,4300.0,0.003219433672349455,13667,1.7728835703100365,281812309.3333333,28415.167,7847.418,52.9,816.69,13248056347.0,404326326272.0
run_11_repetition_7,DONE,hierarchical_tree,20,8.798473190698566,9301.695042041601,15000.0,0.007588692847656991,5271,0.9656888300141928,198706192.25396827,39088.863,10733.33,96.06,834.69,16322680671.0,404326326272.0
run_6_repetition_1,DONE,chain_with_branching,5,24.56134792256136,2068.4706133450723,4000.0,0.00522707216074944,14731,1.831864885674129,345859413.3333333,30340.844,9178.644,54.64,844.72,13748421547.0,404326326272.0
run_3_repetition_7,DONE,parallel_fanout,5,24.239396263346244,2115.363850838278,4600.0,0.0038540949759119066,14530,1.8586746896254924,370656597.3333333,30082.349,8776.533,54.59,814.22,13916753219.0,404326326272.0
run_4_repetition_1,DONE,parallel_fanout,10,17.12995013651061,3813.2109389217762,9400.0,0.005743769470404984,10272,1.6625770981827737,333463303.75757575,38015.285,10608.03,88.12,912.97,15605531216.0,404326326272.0
run_5_repetition_9,DONE,parallel_fanout,20,8.260382733251708,9986.326740584556,23000.0,0.0,4948,0.9077546647118117,251094422.34920636,37837.903,10719.537,90.8,813.25,17506701489.0,404326326272.0
run_10_repetition_4,DONE,hierarchical_tree,10,17.168145215661898,3809.3958090254664,6300.0,0.004275165176836378,10292,1.5926507121504763,254092877.57575756,37791.624,10645.533,83.43,832.41,14618688972.0,404326326272.0
run_8_repetition_7,DONE,chain_with_branching,20,8.777783954637512,9291.427653708957,16000.0,0.019201520912547527,5260,0.9640428430137181,273869222.6031746,39031.662,10652.455,96.91,829.22,17957908857.0,404326326272.0
run_13_repetition_7,DONE,probabilistic_tree,10,23.55246643087102,2243.097438272401,4500.0,0.002265326348577092,14126,1.036400670317327,201998708.36363637,28930.442,8174.161,55.15,840.88,13923034819.0,404326326272.0
run_15_repetition_2,DONE,complex_mesh,5,6.421908794790158,13406.125102189771,26000.0,0.03223290876007279,3847,0.8931716737417769,240259527.1111111,18343.923,3628.966,26.88,1022.16,13030236748.0,404326326272.0
run_14_repetition_9,DONE,probabilistic_tree,20,14.651963425506278,4801.8113989269195,8000.0,0.00466917207607334,8781,0.9176831053654187,183016106.66666666,38647.906,10554.554,91.28,833.75,15908217229.0,404326326272.0
run_4_repetition_4,DONE,parallel_fanout,10,17.113011705538455,3815.2180538277325,8600.0,0.007797270955165692,10260,1.6517002029619658,348383045.8181818,38106.131,10701.225,88.32,834.28,15744705560.0,404326326272.0
run_2_repetition_4,DONE,sequential_fanout,20,8.57062888998155,9587.527522140024,16000.0,0.0,5135,0.9255335245038334,171511092.82539684,38898.707,10725.103,93.93,809.25,15620423884.0,404326326272.0
run_13_repetition_9,DONE,probabilistic_tree,10,23.89954796702871,2178.473626445059,4400.0,0.0020936562216484055,14329,1.0260106146850054,204752958.06060606,29423.938,8339.662,55.72,816.16,13956549944.0,404326326272.0
run_6_repetition_6,DONE,chain_with_branching,5,24.92455356083263,1993.9123903512339,3800.0,0.004952814403319725,14941,1.8741930465753833,337578666.6666667,30791.576,9241.848,55.29,808.47,13745426503.0,404326326272.0
run_7_repetition_5,DONE,chain_with_branching,10,17.474029039176067,3703.628119091619,6400.0,0.006112119186324133,10471,1.7307089230472805,330386463.030303,38427.514,10618.925,90.51,811.94,15635452081.0,404326326272.0
run_14_repetition_7,DONE,probabilistic_tree,20,14.795938061950105,4732.316061014685,8000.0,0.0042845867628819485,8869,0.916398202025549,180603822.73015872,38668.078,10649.514,91.33,812.34,15878747999.0,404326326272.0
run_6_repetition_9,DONE,chain_with_branching,5,24.799440251997705,2029.5540624392181,4000.0,0.005044051382070079,14869,1.8918223943478862,348478577.7777778,30401.574,8986.488,55.0,827.06,13805575698.0,404326326272.0
run_10_repetition_9,DONE,hierarchical_tree,10,17.15505488591147,3820.8355290588775,6300.0,0.004765609803540167,10282,1.5837893171218627,251549633.93939394,37869.491,10561.787,83.01,825.94,14641394192.0,404326326272.0
run_5_repetition_8,DONE,parallel_fanout,20,7.285062620110489,11582.688647162613,20000.0,0.00022920009168003668,4363,0.8062702942525701,307594841.3968254,34980.997,9895.731,81.47,818.34,18503123501.0,404326326272.0
run_4_repetition_2,DONE,parallel_fanout,10,17.12131649574576,3816.638775292589,9800.0,0.006625097427903352,10264,1.6294036120963202,333166529.93939394,37974.167,10682.499,87.23,821.84,15669958070.0,404326326272.0
run_9_repetition_6,DONE,hierarchical_tree,5,23.301603837812454,2293.1621158655107,4100.0,0.0037943871706758304,13968,1.8311097563986765,299007772.4444444,28938.801,7921.552,53.42,819.62,13461947092.0,404326326272.0
run_14_repetition_5,DONE,probabilistic_tree,20,14.688800796404477,4796.549207773686,8200.0,0.004090444267696853,8801,0.8998542502656106,181117058.03174603,38622.962,10526.695,91.1,809.25,15952708339.0,404326326272.0
run_3_repetition_2,DONE,parallel_fanout,5,25.077332701675363,1975.6408987526959,4200.0,0.00465611281096182,15034,1.8721351957542387,383285020.4444444,30793.776,8955.117,55.52,838.56,14078042138.0,404326326272.0
run_8_repetition_1,DONE,chain_with_branching,20,8.820117603618447,9249.371933649396,16000.0,0.019296254256526674,5286,0.9617874821826937,272211512.8888889,39082.899,10585.866,97.1,842.28,18120794847.0,404326326272.0
run_5_repetition_5,DONE,parallel_fanout,20,8.076231156160597,10270.860828326202,28000.0,0.0,4840,0.8818751777578576,259134155.17460316,37421.262,10381.174,88.96,829.25,17619940519.0,404326326272.0
run_4_repetition_3,DONE,parallel_fanout,10,17.078147496751296,3838.975532109329,8400.0,0.006836605137220432,10239,1.644728427619402,348031782.7878788,38058.348,10624.987,87.83,976.94,15798531561.0,404326326272.0
run_2_repetition_9,DONE,sequential_fanout,20,8.594982382335113,9542.239388645306,15000.0,0.0,5150,0.9362044023213814,173138310.0952381,38996.635,10775.926,93.9,868.19,15719804775.0,404326326272.0
run_0_repetition_9,DONE,sequential_fanout,5,22.881706234906382,2370.806294949828,4300.0,0.004010500218754557,13714,1.83175546123437,280742570.6666667,28645.631,7944.776,53.12,848.19,13353233678.0,404326326272.0
run_2_repetition_7,DONE,sequential_fanout,20,8.576218120680807,9589.420326510077,15000.0,0.0,5140,0.9470178500743441,175253146.41269842,38962.585,10774.715,93.72,883.0,15772891900.0,404326326272.0
run_8_repetition_9,DONE,chain_with_branching,20,8.799134208000975,9277.862418524872,17000.0,0.024843542575384032,5273,0.9694610614343905,276664450.03174603,39139.461,10632.167,97.12,867.78,18254137024.0,404326326272.0
run_16_repetition_9,DONE,complex_mesh,10,8.589116635808754,9521.292186086122,19000.0,0.028765792031098154,5145,1.0285169377633023,246988800.0,29808.401,8368.803,55.57,837.38,14810827136.0,404326326272.0
run_3_repetition_8,DONE,parallel_fanout,5,24.469981966115366,2078.5597166305015,4400.0,0.004228041462084015,14664,1.8910852731985213,378680888.8888889,30336.433,8720.217,54.86,816.41,14119573038.0,404326326272.0
run_3_repetition_0,DONE,parallel_fanout,5,24.960603036058917,2002.637983148117,4300.0,0.0037423148890670943,14964,1.8676055403659946,381396081.7777778,30711.903,8977.194,55.47,955.34,14167629680.0,404326326272.0
run_0_repetition_7,DONE,sequential_fanout,5,22.556536697072513,2424.0559871645805,4400.0,0.003328894806924101,13518,1.7862409916833621,281635726.2222222,28078.938,7501.621,52.68,812.41,13444549929.0,404326326272.0
run_14_repetition_0,DONE,probabilistic_tree,20,14.7249603607527,4765.934622863329,8100.0,0.004079782411604714,8824,0.9042250148174723,182691677.46031746,38643.295,10657.399,91.24,815.88,16011109285.0,404326326272.0
run_17_repetition_8,DONE,complex_mesh,20,8.826193042025917,9235.630043402043,16000.0,0.006617508035545471,5289,0.9814949607954642,205654503.6190476,39132.294,10501.027,95.92,815.97,16589956532.0,404326326272.0
run_15_repetition_3,DONE,complex_mesh,5,6.157625834791805,14004.907784746447,28000.0,0.041723110268219996,3691,0.8579799831020942,243706083.55555555,18284.727,3274.001,26.64,806.69,13210547219.0,404326326272.0
run_16_repetition_8,DONE,complex_mesh,10,8.604601960026628,9497.380584897202,20000.0,0.02230411171450737,5156,1.0516106933399143,240480504.24242425,30027.082,8393.01,55.91,815.44,14629113194.0,404326326272.0
run_12_repetition_8,DONE,probabilistic_tree,5,18.295896075399277,3456.756428521129,7000.0,0.0038338658146964857,10955,1.1968310344624367,224844003.55555555,19552.527,3560.548,36.29,840.16,12986740005.0,404326326272.0
run_11_repetition_8,DONE,hierarchical_tree,20,8.848531638326326,9206.763801672718,14000.0,0.006603773584905661,5300,0.973377756794405,199589757.96825397,39113.738,10539.976,96.03,808.44,16483519566.0,404326326272.0
run_15_repetition_9,DONE,complex_mesh,5,6.443693049342852,13308.037432703648,28000.0,0.027202072538860103,3860,0.8834284926379827,242531441.7777778,18441.729,3538.198,27.02,811.0,13229029618.0,404326326272.0
run_14_repetition_6,DONE,probabilistic_tree,20,14.691559912790062,4785.132036946402,7900.0,0.005794137695978187,8802,0.924365208132674,182802464.5079365,38684.698,10730.234,91.82,840.38,16081988251.0,404326326272.0
run_15_repetition_0,DONE,complex_mesh,5,6.489571116819565,13211.590550760424,28000.0,0.02339331619537275,3890,0.8734988353058553,241386382.2222222,18450.072,3526.172,26.96,811.62,13242698512.0,404326326272.0
run_15_repetition_7,DONE,complex_mesh,5,6.37869572878396,13455.464848850052,28000.0,0.022495422443107507,3823,0.8744370618690925,242430179.55555555,18347.624,3398.289,26.73,843.03,13202204434.0,404326326272.0
run_17_repetition_6,DONE,complex_mesh,20,8.816997392447956,9264.053250263882,15000.0,0.00605831124574025,5282,0.9798832136120332,203321409.01587301,39102.125,10451.436,96.14,845.91,16637010198.0,404326326272.0
run_13_repetition_1,DONE,probabilistic_tree,10,23.450714673337615,2252.412317796774,4500.0,0.002703471826977803,14056,1.034696048489021,202529326.54545453,28911.885,7794.543,55.41,806.62,14112004631.0,404326326272.0
run_0_repetition_5,DONE,sequential_fanout,5,22.6232034518449,2417.2821399735994,4400.0,0.0035393009880548593,13562,1.7829199235474098,281671907.5555556,28080.327,7615.442,52.67,812.31,13452167622.0,404326326272.0
run_0_repetition_2,DONE,sequential_fanout,5,22.75152134916199,2389.3302958896456,4300.0,0.0041109969167523125,13622,1.7756980984927422,284873159.1111111,28509.854,7868.15,53.07,889.28,13514850639.0,404326326272.0
